,Pm2.5
416,0.36921528
417,0.29879275
418,0.33299798
419,0.32494968
420,0.34104627
421,0.3028169
422,0.31187123
423,0.30684105
424,0.3148893
425,0.33802816
426,0.3591549
427,0.48792756
428,0.4285714
429,0.40543258
430,0.37625754
431,0.33501005
432,0.34507042
433,0.36619717
434,0.39134806
435,0.37022132
436,0.26861167
437,0.07142857
438,0.08148893
439,0.051307846
440,0.049295772
441,0.04426559
442,0.045271628
443,0.035211265
444,0.029175049
445,0.027162977
446,0.029175049
447,0.016096579
448,0.023138832
449,0.028169014
450,0.022132795
451,0.011066398
452,0.025150904
453,0.016096579
454,0.020120723
455,0.020120723
456,0.018108651
457,0.018108651
458,0.017102616
459,0.017102616
460,0.017102616
461,0.015090543
462,0.019114688
463,0.016096579
464,0.018108651
465,0.018108651
466,0.018108651
467,0.026156941
468,0.026156941
469,0.025150904
470,0.02414487
471,0.015090543
472,0.017102616
473,0.015090543
474,0.02112676
475,0.040241446
476,0.051307846
477,0.045271628
478,0.06136821
479,0.072434604
480,0.038229376
481,0.035211265
482,0.029175049
483,0.026156941
484,0.018108651
485,0.015090543
486,0.015090543
487,0.022132795
488,0.02112676
489,0.019114688
490,0.022132795
491,0.025150904
492,0.022132795
493,0.026156941
494,0.032193158
495,0.030181086
496,0.032193158
497,0.030181086
498,0.032193158
499,0.03722334
500,0.049295772
501,0.0472837
502,0.03923541
503,0.035211265
504,0.04828974
505,0.049295772
506,0.02414487
507,0.023138832
508,0.020120723
509,0.019114688
510,0.016096579
511,0.022132795
512,0.02414487
513,0.02414487
514,0.041247483
515,0.023138832
516,0.019114688
517,0.015090543
518,0.019114688
519,0.017102616
520,0.017102616
521,0.022132795
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0.08853118
590,0.08551308
591,0.090543255
592,0.1277666
593,0.14486921
594,0.20422535
595,0.2002012
596,0.23239435
597,0.27565393
598,0.3420523
599,0.2997988
600,0.2696177
601,0.30080482
602,0.30181086
603,0.24144869
604,0.2142857
605,0.17203219
606,0.15392354
607,0.15392354
608,0.14084506
609,0.14788732
610,0.15895371
611,0.15392354
612,0.15492958
613,0.14386317
614,0.090543255
615,0.05533199
616,0.052313883
617,0.041247483
618,0.029175049
619,0.03722334
620,0.049295772
621,0.056338027
622,0.038229376
623,0.03722334
624,0.028169014
625,0.020120723
626,0.022132795
627,0.027162977
628,0.03420523
629,0.027162977
630,0.032193158
631,0.028169014
632,0.028169014
633,0.018108651
634,0.017102616
635,0.016096579
636,0.018108651
637,0.016096579
638,0.012072435
639,0.013078471
640,0.023138832
641,0.02112676
642,0.013078471
643,0.014084507
644,0.023138832
645,0.016096579
646,0.025150904
647,0.020120723
648,0.025150904
649,0.019114688
650,0.02414487
651,0.025150904
652,0.020120723
653,0.02414487
654,0.017102616
655,0.010060362
656,0.011066398
657,0.016096579
658,0.020120723
659,0.013078471
660,0.012072435
661,0.012072435
662,0.012072435
663,0.012072435
664,0.03118712
665,0.036217302
666,0.04225352
667,0.052313883
668,0.026156941
669,0.02414487
670,0.025150904
671,0.043259557
672,0.0472837
673,0.06136821
674,0.06639839
675,0.06539235
676,0.07042253
677,0.036217302
678,0.03722334
679,0.022132795
680,0.02414487
681,0.029175049
682,0.035211265
683,0.035211265
684,0.033199195
685,0.032193158
686,0.025150904
687,0.016096579
688,0.026156941
689,0.032193158
690,0.036217302
691,0.03722334
692,0.045271628
693,0.07142857
694,0.06740443
695,0.06941649
696,0.0945674
697,0.08551308
698,0.035211265
699,0.026156941
700,0.02414487
701,0.020120723
702,0.016096579
703,0.018108651
704,0.019114688
705,0.022132795
706,0.017102616
707,0.018108651
708,0.011066398
709,0.011066398
710,0.016096579
711,0.018108651
712,0.017102616
713,0.019114688
714,0.026156941
715,0.02414487
716,0.054325953
717,0.07142857
718,0.12977867
719,0.14587525
720,0.101609655
721,0.06539235
722,0.07042253
723,0.06740443
724,0.07645875
725,0.07645875
726,0.06841046
727,0.07344064
728,0.07344064
729,0.064386316
730,0.053319916
731,0.072434604
732,0.07847082
733,0.072434604
734,0.056338027
735,0.054325953
736,0.040241446
737,0.049295772
738,0.06338028
739,0.06639839
740,0.064386316
741,0.06338028
742,0.06539235
743,0.064386316
744,0.064386316
745,0.06237424
746,0.056338027
747,0.087525144
748,0.072434604
749,0.104627766
750,0.09758551
751,0.09657948
752,0.086519115
753,0.08551308
754,0.09255533
755,0.05533199
756,0.036217302
757,0.027162977
758,0.025150904
759,0.028169014
760,0.032193158
761,0.035211265
762,0.043259557
763,0.07042253
764,0.083501
765,0.06639839
766,0.07042253
767,0.08048289
768,0.08853118
769,0.06941649
770,0.07142857
771,0.06237424
772,0.07344064
773,0.10764587
774,0.0945674
775,0.12173038
776,0.13279678
777,0.16197182
778,0.12072434
779,0.072434604
780,0.058350097
781,0.03420523
782,0.014084507
783,0.017102616
784,0.015090543
785,0.023138832
786,0.03420523
787,0.09657948
788,0.087525144
789,0.087525144
790,0.09557344
791,0.1056338
792,0.11468813
793,0.10362173
794,0.09959758
795,0.10261569
796,0.104627766
797,0.07847082
798,0.033199195
799,0.029175049
800,0.027162977
801,0.027162977
802,0.026156941
803,0.033199195
804,0.029175049
805,0.03118712
806,0.028169014
807,0.028169014
808,0.06136821
809,0.064386316
810,0.08048289
811,0.09154929
812,0.079476856
813,0.04828974
814,0.059356134
815,0.08249497
816,0.06338028
817,0.04828974
818,0.054325953
819,0.04225352
820,0.0472837
821,0.087525144
822,0.1056338
823,0.090543255
824,0.101609655
825,0.12676056
826,0.11468813
827,0.10362173
828,0.11468813
829,0.10060362
830,0.072434604
831,0.06841046
832,0.072434604
833,0.07142857
834,0.08048289
835,0.07042253
836,0.06338028
837,0.06740443
838,0.06237424
839,0.06941649
840,0.058350097
841,0.051307846
842,0.051307846
843,0.054325953
844,0.045271628
845,0.0472837
846,0.08551308
847,0.07847082
848,0.06841046
849,0.064386316
850,0.06539235
851,0.08048289
852,0.07444668
853,0.093561366
854,0.07746479
855,0.06740443
856,0.08450704
857,0.07746479
858,0.083501
859,0.08249497
860,0.10060362
861,0.19014084
862,0.09959758
863,0.07142857
864,0.043259557
865,0.064386316
866,0.06841046
867,0.06941649
868,0.06539235
869,0.07142857
870,0.07746479
871,0.08148893
872,0.08853118
873,0.090543255
874,0.09255533
875,0.08853118
876,0.08048289
877,0.10060362
878,0.1056338
879,0.11871227
880,0.12575452
881,0.1418511
882,0.1529175
883,0.16498993
884,0.14788732
885,0.16297786
886,0.15794767
887,0.15694164
888,0.16096579
889,0.17907444
890,0.18812877
891,0.18209255
892,0.1861167
893,0.19818912
894,0.18108651
895,0.17303823
896,0.167002
897,0.13682093
898,0.13380282
899,0.14084506
900,0.15995975
901,0.17002012
902,0.17102616
903,0.18511066
904,0.1639839
905,0.14084506
906,0.14486921
907,0.167002
908,0.19718309
909,0.22837022
910,0.2112676
911,0.23440643
912,0.25955734
913,0.24849093
914,0.23138832
915,0.2746479
916,0.25452715
917,0.2555332
918,0.24245472
919,0.23038228
920,0.2002012
921,0.19416498
922,0.2082495
923,0.17706236
924,0.09154929
925,0.058350097
926,0.03923541
927,0.05030181
928,0.051307846
929,0.049295772
930,0.054325953
931,0.15392354
932,0.18209255
933,0.18209255
934,0.18309858
935,0.15694164
936,0.027162977
937,0.016096579
938,0.022132795
939,0.02112676
940,0.0060362173
941,0.008048289
942,0.008048289
943,0.008048289
944,0.010060362
945,0.0090543255
946,0.020120723
947,0.014084507
948,0.016096579
949,0.014084507
950,0.010060362
951,0.0070422534
952,0.008048289
953,0.012072435
954,0.015090543
955,0.008048289
956,0.011066398
957,0.018108651
958,0.016096579
959,0.011066398
960,0.010060362
961,0.011066398
962,0.010060362
963,0.010060362
964,0.012072435
965,0.012072435
966,0.010060362
967,0.010060362
968,0.0090543255
969,0.0090543255
970,0.011066398
971,0.012072435
972,0.012072435
973,0.012072435
974,0.02112676
975,0.018108651
976,0.013078471
977,0.018108651
978,0.017102616
979,0.019114688
980,0.022132795
981,0.020120723
982,0.02414487
983,0.019114688
984,0.013078471
985,0.017102616
986,0.022132795
987,0.016096579
988,0.016096579
989,0.011066398
990,0.010060362
991,0.0090543255
992,0.011066398
993,0.014084507
994,0.02112676
995,0.026156941
996,0.02112676
997,0.019114688
998,0.013078471
999,0.013078471
1000,0.013078471
1001,0.013078471
1002,0.011066398
1003,0.019114688
1004,0.022132795
1005,0.05030181
1006,0.058350097
1007,0.06036217
1008,0.06941649
1009,0.108651906
1010,0.051307846
1011,0.054325953
1012,0.038229376
1013,0.027162977
1014,0.023138832
1015,0.027162977
1016,0.028169014
1017,0.02414487
1018,0.026156941
1019,0.023138832
1020,0.03722334
1021,0.046277665
1022,0.049295772
1023,0.053319916
1024,0.057344064
1025,0.051307846
1026,0.064386316
1027,0.10060362
1028,0.11368209
1029,0.13682093
1030,0.2142857
1031,0.26056337
1032,0.26861167
1033,0.3531187
1034,0.9859155
1035,0
1036,0.60261565
1037,0.03923541
1038,0.0070422534
1039,0.008048289
1040,0.0070422534
1041,0.0070422534
1042,0.0070422534
1043,0.016096579
1044,0.019114688
1045,0.015090543
1046,0.02112676
1047,0.018108651
1048,0.016096579
1049,0.015090543
1050,0.016096579
1051,0.016096579
1052,0.02112676
1053,0.036217302
1054,0.051307846
1055,0.06740443
1056,0.046277665
1057,0.045271628
1058,0.027162977
1059,0.02414487
1060,0.018108651
1061,0.015090543
1062,0.017102616
1063,0.011066398
1064,0.016096579
1065,0.016096579
1066,0.03923541
1067,0.025150904
1068,0.017102616
1069,0.008048289
1070,0.011066398
1071,0.014084507
1072,0.015090543
1073,0.015090543
1074,0.013078471
1075,0.013078471
1076,0.026156941
1077,0.05030181
1078,0.07344064
1079,0.09657948
1080,0.116700195
1081,0.14688128
1082,0.11368209
1083,0.09154929
1084,0.07042253
1085,0.06539235
1086,0.051307846
1087,0.029175049
1088,0.030181086
1089,0.026156941
1090,0.026156941
1091,0.02414487
1092,0.02112676
1093,0.02414487
1094,0.03923541
1095,0.079476856
1096,0.09959758
1097,0.11871227
1098,0.14084506
1099,0.15995975
1100,0.16197182
1101,0.16800804
1102,0.17907444
1103,0.19315895
1104,0.19919516
1105,0.2082495
1106,0.23843057
1107,0.24849093
1108,0.22837022
1109,0.17706236
1110,0.11368209
1111,0.046277665
1112,0.018108651
1113,0.013078471
1114,0.022132795
1115,0.015090543
1116,0.018108651
1117,0.018108651
1118,0.012072435
1119,0.011066398
1120,0.011066398
1121,0.012072435
1122,0.0090543255
1123,0.0090543255
1124,0.027162977
1125,0.03118712
1126,0.03923541
1127,0.049295772
1128,0.04828974
1129,0.05030181
1130,0.038229376
1131,0.036217302
1132,0.041247483
1133,0.08048289
1134,0.07042253
1135,0.07444668
1136,0.07746479
1137,0.087525144
1138,0.10764587
1139,0.054325953
1140,0.036217302
1141,0.03420523
1142,0.019114688
1143,0.026156941
1144,0.027162977
1145,0.027162977
1146,0.029175049
1147,0.041247483
1148,0.0472837
1149,0.11569416
1150,0.2665996
1151,0.23742454
1152,0.2977867
1153,0.15995975
1154,0.119718306
1155,0.11569416
1156,0.16901408
1157,0.1780684
1158,0.19215292
1159,0.1861167
1160,0.15794767
1161,0.11468813
1162,0.11770623
1163,0.112676054
1164,0.10764587
1165,0.09657948
1166,0.09959758
1167,0.08249497
1168,0.058350097
1169,0.040241446
1170,0.045271628
1171,0.04426559
1172,0.049295772
1173,0.06539235
1174,0.101609655
1175,0.14688128
1176,0.16599597
1177,0.20623742
1178,0.19215292
1179,0.20523138
1180,0.19114688
1181,0.17505029
1182,0.14486921
1183,0.12072434
1184,0.12273642
1185,0.1529175
1186,0.15895371
1187,0.17907444
1188,0.18511066
1189,0.18511066
1190,0.1861167
1191,0.17605633
1192,0.16599597
1193,0.15090543
1194,0.1639839
1195,0.17303823
1196,0.18511066
1197,0.17907444
1198,0.21227363
1199,0.2142857
1200,0.2837022
1201,0.26257545
1202,0.21629778
1203,0.23440643
1204,0.2364185
1205,0.21529174
1206,0.20623742
1207,0.20724346
1208,0.22132796
1209,0.19215292
1210,0.19014084
1211,0.10965794
1212,0.06539235
1213,0.035211265
1214,0.035211265
1215,0.027162977
1216,0.036217302
1217,0.030181086
1218,0.023138832
1219,0.020120723
1220,0.030181086
1221,0.06941649
1222,0.09959758
1223,0.11770623
1224,0.15492958
1225,0.15492958
1226,0.13682093
1227,0.14386317
1228,0.13279678
1229,0.10060362
1230,0.08953722
1231,0.090543255
1232,0.090543255
1233,0.09959758
1234,0.09255533
1235,0.08048289
1236,0.056338027
1237,0.06036217
1238,0.072434604
1239,0.07645875
1240,0.079476856
1241,0.08450704
1242,0.09255533
1243,0.10060362
1244,0.09557344
1245,0.08148893
1246,0.09557344
1247,0.087525144
1248,0.086519115
1249,0.090543255
1250,0.11167002
1251,0.104627766
1252,0.12977867
1253,0.11770623
1254,0.1056338
1255,0.112676054
1256,0.1307847
1257,0.13480885
1258,0.13682093
1259,0.14285713
1260,0.15090543
1261,0.14889336
1262,0.16096579
1263,0.18008047
1264,0.18410462
1265,0.19215292
1266,0.19617705
1267,0.19718309
1268,0.21931589
1269,0.24748491
1270,0.26559356
1271,0.27565393
1272,0.2837022
1273,0.28470823
1274,0.24346076
1275,0.22837022
1276,0.22434607
1277,0.22837022
1278,0.22837022
1279,0.23843057
1280,0.2444668
1281,0.26358148
1282,0.2977867
1283,0.3028169
1284,0.30382293
1285,0.31287724
1286,0.30885312
1287,0.31388327
1288,0.2997988
1289,0.29376256
1290,0.30080482
1291,0.35513076
1292,0.37022132
1293,0.3108652
1294,0.28571427
1295,0.24547283
1296,0.21931589
1297,0.16498993
1298,0.15392354
1299,0.13581489
1300,0.13480885
1301,0.13983902
1302,0.14889336
1303,0.2112676
1304,0.21931589
1305,0.25452715
1306,0.26760563
1307,0.24245472
1308,0.2364185
1309,0.23843057
1310,0.24949697
1311,0.18108651
1312,0.17706236
1313,0.16599597
1314,0.13883299
1315,0.13682093
1316,0.13682093
1317,0.1307847
1318,0.11871227
1319,0.056338027
1320,0.05533199
1321,0.052313883
1322,0.046277665
1323,0.046277665
1324,0.045271628
1325,0.051307846
1326,0.053319916
1327,0.05030181
1328,0.046277665
1329,0.058350097
1330,0.075452715
1331,0.072434604
1332,0.08249497
1333,0.08148893
1334,0.09154929
1335,0.093561366
1336,0.090543255
1337,0.079476856
1338,0.079476856
1339,0.07042253
1340,0.07042253
1341,0.08450704
1342,0.10362173
1343,0.09557344
1344,0.06639839
1345,0.038229376
1346,0.035211265
1347,0.030181086
1348,0.029175049
1349,0.03118712
1350,0.029175049
1351,0.03118712
1352,0.03420523
1353,0.052313883
1354,0.06539235
1355,0.08953722
1356,0.13883299
1357,0.07746479
1358,0.08853118
1359,0.09557344
1360,0.1056338
1361,0.101609655
1362,0.10261569
1363,0.10362173
1364,0.1056338
1365,0.098591544
1366,0.12474848
1367,0.112676054
1368,0.123742454
1369,0.12676056
1370,0.11468813
1371,0.11569416
1372,0.12877263
1373,0.13883299
1374,0.14587525
1375,0.13983902
1376,0.119718306
1377,0.11468813
1378,0.07847082
1379,0.08048289
1380,0.03722334
1381,0.020120723
1382,0.020120723
1383,0.014084507
1384,0.013078471
1385,0.016096579
1386,0.015090543
1387,0.02112676
1388,0.072434604
1389,0.08551308
1390,0.108651906
1391,0.12877263
1392,0.16197182
1393,0.06941649
1394,0.059356134
1395,0.04225352
1396,0.035211265
1397,0.035211265
1398,0.029175049
1399,0.025150904
1400,0.023138832
1401,0.017102616
1402,0.025150904
1403,0.03923541
1404,0.04426559
1405,0.051307846
1406,0.06136821
1407,0.07042253
1408,0.07042253
1409,0.06539235
1410,0.075452715
1411,0.086519115
1412,0.09154929
1413,0.09557344
1414,0.08953722
1415,0.09657948
1416,0.09959758
1417,0.101609655
1418,0.101609655
1419,0.108651906
1420,0.108651906
1421,0.11569416
1422,0.11167002
1423,0.12072434
1424,0.12575452
1425,0.13883299
1426,0.16498993
1427,0.17002012
1428,0.08249497
1429,0.06338028
1430,0.03722334
1431,0.03722334
1432,0.036217302
1433,0.030181086
1434,0.027162977
1435,0.028169014
1436,0.03420523
1437,0.04426559
1438,0.116700195
1439,0.13983902
1440,0.12977867
1441,0.10965794
1442,0.09758551
1443,0.09255533
1444,0.15895371
1445,0.17907444
1446,0.13581489
1447,0.11167002
1448,0.11468813
1449,0.12173038
1450,0.12676056
1451,0.13380282
1452,0.14688128
1453,0.16599597
1454,0.20321931
1455,0.23138832
1456,0.24849093
1457,0.23742454
1458,0.22837022
1459,0.22535211
1460,0.18812877
1461,0.15090543
1462,0.14486921
1463,0.123742454
1464,0.13480885
1465,0.098591544
1466,0.101609655
1467,0.108651906
1468,0.12676056
1469,0.12575452
1470,0.12173038
1471,0.123742454
1472,0.12676056
1473,0.13179074
1474,0.12676056
1475,0.15694164
1476,0.18812877
1477,0.22132796
1478,0.23843057
1479,0.2535211
1480,0.22736418
1481,0.23239435
1482,0.22334003
1483,0.24748491
1484,0.26257545
1485,0.25754526
1486,0.25653923
1487,0.26458752
1488,0.27062374
1489,0.24949697
1490,0.08953722
1491,0.015090543
1492,0.019114688
1493,0.015090543
1494,0.013078471
1495,0.016096579
1496,0.019114688
1497,0.019114688
1498,0.02414487
1499,0.02414487
1500,0.017102616
1501,0.011066398
1502,0.017102616
1503,0.014084507
1504,0.016096579
1505,0.016096579
1506,0.018108651
1507,0.022132795
1508,0.030181086
1509,0.027162977
1510,0.029175049
1511,0.020120723
1512,0.014084507
1513,0.019114688
1514,0.016096579
1515,0.012072435
1516,0.013078471
1517,0.015090543
1518,0.011066398
1519,0.019114688
1520,0.016096579
1521,0.027162977
1522,0.023138832
1523,0.029175049
1524,0.026156941
1525,0.03923541
1526,0.052313883
1527,0.06539235
1528,0.09154929
1529,0.10362173
1530,0.09959758
1531,0.09959758
1532,0.10362173
1533,0.09657948
1534,0.07645875
1535,0.06941649
1536,0.083501
1537,0.06237424
1538,0.051307846
1539,0.053319916
1540,0.06841046
1541,0.07142857
1542,0.06237424
1543,0.058350097
1544,0.06941649
1545,0.07444668
1546,0.06740443
1547,0.057344064
1548,0.06941649
1549,0.083501
1550,0.09255533
1551,0.10060362
1552,0.108651906
1553,0.13279678
1554,0.13279678
1555,0.13480885
1556,0.12877263
1557,0.12474848
1558,0.116700195
1559,0.11468813
1560,0.07042253
1561,0.07645875
1562,0.06841046
1563,0.07444668
1564,0.075452715
1565,0.06338028
1566,0.07344064
1567,0.06136821
1568,0.06338028
1569,0.06539235
1570,0.043259557
1571,0.029175049
1572,0.028169014
1573,0.026156941
1574,0.029175049
1575,0.032193158
1576,0.033199195
1577,0.043259557
1578,0.05030181
1579,0.056338027
1580,0.06338028
1581,0.0472837
1582,0.027162977
1583,0.020120723
1584,0.016096579
1585,0.005030181
1586,0.0070422534
1587,0.008048289
1588,0.010060362
1589,0.013078471
1590,0.011066398
1591,0.013078471
1592,0.020120723
1593,0.018108651
1594,0.018108651
1595,0.014084507
1596,0.020120723
1597,0.019114688
1598,0.020120723
1599,0.020120723
1600,0.023138832
1601,0.02112676
1602,0.014084507
1603,0.016096579
1604,0.016096579
1605,0.026156941
1606,0.022132795
1607,0.027162977
1608,0.051307846
1609,0.046277665
1610,0.051307846
1611,0.04828974
1612,0.06136821
1613,0.058350097
1614,0.08551308
1615,0.08450704
1616,0.087525144
1617,0.11167002
1618,0.1056338
1619,0.07042253
1620,0.053319916
1621,0.04828974
1622,0.04426559
1623,0.033199195
1624,0.03722334
1625,0.040241446
1626,0.03420523
1627,0.032193158
1628,0.033199195
1629,0.051307846
1630,0.06237424
1631,0.06841046
1632,0.08953722
1633,0.101609655
1634,0.10663983
1635,0.14486921
1636,0.14285713
1637,0.14084506
1638,0.15895371
1639,0.13581489
1640,0.14587525
1641,0.16197182
1642,0.18410462
1643,0.2002012
1644,0.22535211
1645,0.19416498
1646,0.16800804
1647,0.16297786
1648,0.1639839
1649,0.1639839
1650,0.15492958
1651,0.19014084
1652,0.2112676
1653,0.22334003
1654,0.21730381
1655,0.22032192
1656,0.22434607
1657,0.2142857
1658,0.31589535
1659,0.059356134
1660,0.038229376
1661,0.029175049
1662,0.027162977
1663,0.020120723
1664,0.018108651
1665,0.019114688
1666,0.014084507
1667,0.019114688
1668,0.023138832
1669,0.014084507
1670,0.012072435
1671,0.012072435
1672,0.016096579
1673,0.016096579
1674,0.017102616
1675,0.019114688
1676,0.032193158
1677,0.053319916
1678,0.054325953
1679,0.052313883
1680,0.09154929
1681,0.079476856
1682,0.07142857
1683,0.0472837
1684,0.040241446
1685,0.041247483
1686,0.041247483
1687,0.038229376
1688,0.05030181
1689,0.06941649
1690,0.08249497
1691,0.079476856
1692,0.07645875
1693,0.07847082
1694,0.07142857
