,Pm2.5
351,128.77263
352,140.84506
353,148.89336
354,150.90543
355,154.92958000000002
356,198.18912
357,236.4185
358,262.57545
359,270.62374
360,267.60562999999996
361,264.58752000000004
362,242.45472
363,206.23742000000001
364,160.96579
365,150.90543
366,148.89336
367,209.25553
368,210.26157
369,184.10461999999998
370,161.97181999999998
371,183.09858
372,231.38832000000002
373,171.02616
374,173.03823
375,154.92958000000002
376,167.002
377,178.0684
378,192.15292
379,213.27966
380,251.50904000000003
381,269.6177
382,318.91346
383,292.75653
384,314.8893
385,283.7022
386,283.7022
387,304.82896999999997
388,351.1066
389,409.45673
390,363.17906
391,235.41245999999998
392,149.89939999999999
393,147.88732
394,185.11066000000002
395,161.97181999999998
396,137.82695999999999
397,146.88128
398,144.86921
399,154.92958000000002
400,174.04427
401,189.13479999999998
402,204.22535
403,234.40643
404,410.46277
405,437.62574
406,405.43258
407,362.17302
408,404.42654
409,360.16094999999996
410,385.31187
411,334.004
412,275.65393
413,257.54526
414,303.82293
415,331.99194
416,369.21528
417,298.79275
418,332.99798000000004
419,324.94968
420,341.04627
421,302.81690000000003
422,311.87123
423,306.84105
424,314.8893
425,338.02816
426,359.15490000000005
427,487.92755999999997
428,428.5714
429,405.43258
430,376.25754
431,335.01005
432,345.07042
433,366.19717
434,391.34806
435,370.22132000000005
436,268.61167
437,71.42857
438,81.48893
439,51.307846
440,49.295772
441,44.26559
442,45.271628
443,35.211265
444,29.175048999999998
445,27.162977
446,29.175048999999998
447,16.096579
448,23.138832
449,28.169014
450,22.132795
451,11.066398
452,25.150903999999997
453,16.096579
454,20.120723
455,20.120723
456,18.108651
457,18.108651
458,17.102616
459,17.102616
460,17.102616
461,15.090543
462,19.114688
463,16.096579
464,18.108651
465,18.108651
466,18.108651
467,26.156941
468,26.156941
469,25.150903999999997
470,24.144869999999997
471,15.090543
472,17.102616
473,15.090543
474,21.12676
475,40.241446
476,51.307846
477,45.271628
478,61.36821
479,72.434604
480,38.229376
481,35.211265
482,29.175048999999998
483,26.156941
484,18.108651
485,15.090543
486,15.090543
487,22.132795
488,21.12676
489,19.114688
490,22.132795
491,25.150903999999997
492,22.132795
493,26.156941
494,32.193158
495,30.181086
496,32.193158
497,30.181086
498,32.193158
499,37.22334
500,49.295772
501,47.283699999999996
502,39.23541
503,35.211265
504,48.289739999999995
505,49.295772
506,24.144869999999997
507,23.138832
508,20.120723
509,19.114688
510,16.096579
511,22.132795
512,24.144869999999997
513,24.144869999999997
514,41.247483
515,23.138832
516,19.114688
517,15.090543
518,19.114688
519,17.102616
520,17.102616
521,22.132795
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,88.53118
590,85.51308
591,90.543255
592,127.76660000000001
593,144.86921
594,204.22535
595,200.20120000000003
596,232.39435
597,275.65393
598,342.0523
599,299.79879999999997
600,269.6177
601,300.80481999999995
602,301.81086
603,241.44869
604,214.2857
605,172.03219
606,153.92354
607,153.92354
608,140.84506
609,147.88732
610,158.95371
611,153.92354
612,154.92958000000002
613,143.86317000000003
614,90.543255
615,55.33199
616,52.313883
617,41.247483
618,29.175048999999998
619,37.22334
620,49.295772
621,56.338027
622,38.229376
623,37.22334
624,28.169014
625,20.120723
626,22.132795
627,27.162977
628,34.20523
629,27.162977
630,32.193158
631,28.169014
632,28.169014
633,18.108651
634,17.102616
635,16.096579
636,18.108651
637,16.096579
638,12.072434999999999
639,13.078471
640,23.138832
641,21.12676
642,13.078471
643,14.084507
644,23.138832
645,16.096579
646,25.150903999999997
647,20.120723
648,25.150903999999997
649,19.114688
650,24.144869999999997
651,25.150903999999997
652,20.120723
653,24.144869999999997
654,17.102616
655,10.060362
656,11.066398
657,16.096579
658,20.120723
659,13.078471
660,12.072434999999999
661,12.072434999999999
662,12.072434999999999
663,12.072434999999999
664,31.18712
665,36.217302
666,42.25352
667,52.313883
668,26.156941
669,24.144869999999997
670,25.150903999999997
671,43.259557
672,47.283699999999996
673,61.36821
674,66.39839
675,65.39235000000001
676,70.42253
677,36.217302
678,37.22334
679,22.132795
680,24.144869999999997
681,29.175048999999998
682,35.211265
683,35.211265
684,33.199195
685,32.193158
686,25.150903999999997
687,16.096579
688,26.156941
689,32.193158
690,36.217302
691,37.22334
692,45.271628
693,71.42857
694,67.40443
695,69.41649
696,94.56739999999999
697,85.51308
698,35.211265
699,26.156941
700,24.144869999999997
701,20.120723
702,16.096579
703,18.108651
704,19.114688
705,22.132795
706,17.102616
707,18.108651
708,11.066398
709,11.066398
710,16.096579
711,18.108651
712,17.102616
713,19.114688
714,26.156941
715,24.144869999999997
716,54.325953
717,71.42857
718,129.77867
719,145.87525000000002
720,101.60965499999999
721,65.39235000000001
722,70.42253
723,67.40443
724,76.45875000000001
725,76.45875000000001
726,68.41046
727,73.44064
728,73.44064
729,64.386316
730,53.31991599999999
731,72.434604
732,78.47082
733,72.434604
734,56.338027
735,54.325953
736,40.241446
737,49.295772
738,63.38028
739,66.39839
740,64.386316
741,63.38028
742,65.39235000000001
743,64.386316
744,64.386316
745,62.37424
746,56.338027
747,87.525144
748,72.434604
749,104.627766
750,97.58551
751,96.57947999999999
752,86.519115
753,85.51308
754,92.55533000000001
755,55.33199
756,36.217302
757,27.162977
758,25.150903999999997
759,28.169014
760,32.193158
761,35.211265
762,43.259557
763,70.42253
764,83.501
765,66.39839
766,70.42253
767,80.48289
768,88.53118
769,69.41649
770,71.42857
771,62.37424
772,73.44064
773,107.64587
774,94.56739999999999
775,121.73038
776,132.79678
777,161.97181999999998
778,120.72434
779,72.434604
780,58.350097000000005
781,34.20523
782,14.084507
783,17.102616
784,15.090543
785,23.138832
786,34.20523
787,96.57947999999999
788,87.525144
789,87.525144
790,95.57343999999999
791,105.6338
792,114.68813
793,103.62173
794,99.59758000000001
795,102.61569
796,104.627766
797,78.47082
798,33.199195
799,29.175048999999998
800,27.162977
801,27.162977
802,26.156941
803,33.199195
804,29.175048999999998
805,31.18712
806,28.169014
807,28.169014
808,61.36821
809,64.386316
810,80.48289
811,91.54929
812,79.476856
813,48.289739999999995
814,59.356134000000004
815,82.49497
816,63.38028
817,48.289739999999995
818,54.325953
819,42.25352
820,47.283699999999996
821,87.525144
822,105.6338
823,90.543255
824,101.60965499999999
825,126.76056
826,114.68813
827,103.62173
828,114.68813
829,100.60362
830,72.434604
831,68.41046
832,72.434604
833,71.42857
834,80.48289
835,70.42253
836,63.38028
837,67.40443
838,62.37424
839,69.41649
840,58.350097000000005
841,51.307846
842,51.307846
843,54.325953
844,45.271628
845,47.283699999999996
846,85.51308
847,78.47082
848,68.41046
849,64.386316
850,65.39235000000001
851,80.48289
852,74.44668
853,93.56136599999999
854,77.46479000000001
855,67.40443
856,84.50704
857,77.46479000000001
858,83.501
859,82.49497
860,100.60362
861,190.14084
862,99.59758000000001
863,71.42857
864,43.259557
865,64.386316
866,68.41046
867,69.41649
868,65.39235000000001
869,71.42857
870,77.46479000000001
871,81.48893
872,88.53118
873,90.543255
874,92.55533000000001
875,88.53118
876,80.48289
877,100.60362
878,105.6338
879,118.71226999999999
880,125.75452000000001
881,141.8511
882,152.9175
883,164.98993000000002
884,147.88732
885,162.97786
886,157.94767000000002
887,156.94164
888,160.96579
889,179.07444
890,188.12877
891,182.09255
892,186.11670000000004
893,198.18912
894,181.08651
895,173.03823
896,167.002
897,136.82093
898,133.80282
899,140.84506
900,159.95975
901,170.02012
902,171.02616
903,185.11066000000002
904,163.98389999999998
905,140.84506
906,144.86921
907,167.002
908,197.18309
909,228.37022000000002
910,211.2676
911,234.40643
912,259.55734
913,248.49093
914,231.38832000000002
915,274.6479
916,254.52714999999998
917,255.53320000000002
918,242.45472
919,230.38228
920,200.20120000000003
921,194.16497999999999
922,208.24949999999998
923,177.06236
924,91.54929
925,58.350097000000005
926,39.23541
927,50.30181
928,51.307846
929,49.295772
930,54.325953
931,153.92354
932,182.09255
933,182.09255
934,183.09858
935,156.94164
936,27.162977
937,16.096579
938,22.132795
939,21.12676
940,6.0362173
941,8.048289
942,8.048289
943,8.048289
944,10.060362
945,9.0543255
946,20.120723
947,14.084507
948,16.096579
949,14.084507
950,10.060362
951,7.042253399999999
952,8.048289
953,12.072434999999999
954,15.090543
955,8.048289
956,11.066398
957,18.108651
958,16.096579
959,11.066398
960,10.060362
961,11.066398
962,10.060362
963,10.060362
964,12.072434999999999
965,12.072434999999999
966,10.060362
967,10.060362
968,9.0543255
969,9.0543255
970,11.066398
971,12.072434999999999
972,12.072434999999999
973,12.072434999999999
974,21.12676
975,18.108651
976,13.078471
977,18.108651
978,17.102616
979,19.114688
980,22.132795
981,20.120723
982,24.144869999999997
983,19.114688
984,13.078471
985,17.102616
986,22.132795
987,16.096579
988,16.096579
989,11.066398
990,10.060362
991,9.0543255
992,11.066398
993,14.084507
994,21.12676
995,26.156941
996,21.12676
997,19.114688
998,13.078471
999,13.078471
1000,13.078471
1001,13.078471
1002,11.066398
1003,19.114688
1004,22.132795
1005,50.30181
1006,58.350097000000005
1007,60.36217
1008,69.41649
1009,108.651906
1010,51.307846
1011,54.325953
1012,38.229376
1013,27.162977
1014,23.138832
1015,27.162977
1016,28.169014
1017,24.144869999999997
1018,26.156941
1019,23.138832
1020,37.22334
1021,46.277665000000006
1022,49.295772
1023,53.31991599999999
1024,57.34406400000001
1025,51.307846
1026,64.386316
1027,100.60362
1028,113.68209
1029,136.82093
1030,214.2857
1031,260.56337
1032,268.61167
1033,353.1187
1034,985.9155000000001
1035,0.0
1036,602.61565
1037,39.23541
1038,7.042253399999999
1039,8.048289
1040,7.042253399999999
1041,7.042253399999999
1042,7.042253399999999
1043,16.096579
1044,19.114688
1045,15.090543
1046,21.12676
1047,18.108651
1048,16.096579
1049,15.090543
1050,16.096579
1051,16.096579
1052,21.12676
1053,36.217302
1054,51.307846
1055,67.40443
1056,46.277665000000006
1057,45.271628
1058,27.162977
1059,24.144869999999997
1060,18.108651
1061,15.090543
1062,17.102616
1063,11.066398
1064,16.096579
1065,16.096579
1066,39.23541
1067,25.150903999999997
1068,17.102616
1069,8.048289
1070,11.066398
1071,14.084507
1072,15.090543
1073,15.090543
1074,13.078471
1075,13.078471
1076,26.156941
1077,50.30181
1078,73.44064
1079,96.57947999999999
1080,116.70019500000001
1081,146.88128
1082,113.68209
1083,91.54929
1084,70.42253
1085,65.39235000000001
1086,51.307846
1087,29.175048999999998
1088,30.181086
1089,26.156941
1090,26.156941
1091,24.144869999999997
1092,21.12676
1093,24.144869999999997
1094,39.23541
1095,79.476856
1096,99.59758000000001
1097,118.71226999999999
1098,140.84506
1099,159.95975
1100,161.97181999999998
1101,168.00804
1102,179.07444
1103,193.15895
1104,199.19516000000002
1105,208.24949999999998
1106,238.43057000000002
1107,248.49093
1108,228.37022000000002
1109,177.06236
1110,113.68209
1111,46.277665000000006
1112,18.108651
1113,13.078471
1114,22.132795
1115,15.090543
1116,18.108651
1117,18.108651
1118,12.072434999999999
1119,11.066398
1120,11.066398
1121,12.072434999999999
1122,9.0543255
1123,9.0543255
1124,27.162977
1125,31.18712
1126,39.23541
1127,49.295772
1128,48.289739999999995
1129,50.30181
1130,38.229376
1131,36.217302
1132,41.247483
1133,80.48289
1134,70.42253
1135,74.44668
1136,77.46479000000001
1137,87.525144
1138,107.64587
1139,54.325953
1140,36.217302
1141,34.20523
1142,19.114688
1143,26.156941
1144,27.162977
1145,27.162977
1146,29.175048999999998
1147,41.247483
1148,47.283699999999996
1149,115.69416000000001
1150,266.59959999999995
1151,237.42453999999998
1152,297.7867
1153,159.95975
1154,119.718306
1155,115.69416000000001
1156,169.01408
1157,178.0684
1158,192.15292
1159,186.11670000000004
1160,157.94767000000002
1161,114.68813
1162,117.70622999999999
1163,112.676054
1164,107.64587
1165,96.57947999999999
1166,99.59758000000001
1167,82.49497
1168,58.350097000000005
1169,40.241446
1170,45.271628
1171,44.26559
1172,49.295772
1173,65.39235000000001
1174,101.60965499999999
1175,146.88128
1176,165.99597
1177,206.23742000000001
1178,192.15292
1179,205.23138
1180,191.14687999999998
1181,175.05029
1182,144.86921
1183,120.72434
1184,122.73642
1185,152.9175
1186,158.95371
1187,179.07444
1188,185.11066000000002
1189,185.11066000000002
1190,186.11670000000004
1191,176.05633
1192,165.99597
1193,150.90543
1194,163.98389999999998
1195,173.03823
1196,185.11066000000002
1197,179.07444
1198,212.27363
1199,214.2857
1200,283.7022
1201,262.57545
1202,216.29778
1203,234.40643
1204,236.4185
1205,215.29174
1206,206.23742000000001
1207,207.24346
1208,221.32796
1209,192.15292
1210,190.14084
1211,109.65794
1212,65.39235000000001
1213,35.211265
1214,35.211265
1215,27.162977
1216,36.217302
1217,30.181086
1218,23.138832
1219,20.120723
1220,30.181086
1221,69.41649
1222,99.59758000000001
1223,117.70622999999999
1224,154.92958000000002
1225,154.92958000000002
1226,136.82093
1227,143.86317000000003
1228,132.79678
1229,100.60362
1230,89.53722
1231,90.543255
1232,90.543255
1233,99.59758000000001
1234,92.55533000000001
1235,80.48289
1236,56.338027
1237,60.36217
1238,72.434604
1239,76.45875000000001
1240,79.476856
1241,84.50704
1242,92.55533000000001
1243,100.60362
1244,95.57343999999999
1245,81.48893
1246,95.57343999999999
1247,87.525144
1248,86.519115
1249,90.543255
1250,111.67002
1251,104.627766
1252,129.77867
1253,117.70622999999999
1254,105.6338
1255,112.676054
1256,130.78470000000002
1257,134.80885
1258,136.82093
1259,142.85713
1260,150.90543
1261,148.89336
1262,160.96579
1263,180.08047
1264,184.10461999999998
1265,192.15292
1266,196.17704999999998
1267,197.18309
1268,219.31589000000002
1269,247.48491
1270,265.59356
1271,275.65393
1272,283.7022
1273,284.70823
1274,243.46076
1275,228.37022000000002
1276,224.34607
1277,228.37022000000002
1278,228.37022000000002
1279,238.43057000000002
1280,244.46679999999995
1281,263.58148
1282,297.7867
1283,302.81690000000003
1284,303.82293
1285,312.87724000000003
1286,308.85312
1287,313.88327
1288,299.79879999999997
1289,293.76256
1290,300.80481999999995
1291,355.13076
1292,370.22132000000005
1293,310.8652
1294,285.71427
1295,245.47283000000002
1296,219.31589000000002
1297,164.98993000000002
1298,153.92354
1299,135.81489
1300,134.80885
1301,139.83902
1302,148.89336
1303,211.2676
1304,219.31589000000002
1305,254.52714999999998
1306,267.60562999999996
1307,242.45472
1308,236.4185
1309,238.43057000000002
1310,249.49697
1311,181.08651
1312,177.06236
1313,165.99597
1314,138.83299
1315,136.82093
1316,136.82093
1317,130.78470000000002
1318,118.71226999999999
1319,56.338027
1320,55.33199
1321,52.313883
1322,46.277665000000006
1323,46.277665000000006
1324,45.271628
1325,51.307846
1326,53.31991599999999
1327,50.30181
1328,46.277665000000006
1329,58.350097000000005
1330,75.452715
1331,72.434604
1332,82.49497
1333,81.48893
1334,91.54929
1335,93.56136599999999
1336,90.543255
1337,79.476856
1338,79.476856
1339,70.42253
1340,70.42253
1341,84.50704
1342,103.62173
1343,95.57343999999999
1344,66.39839
1345,38.229376
1346,35.211265
1347,30.181086
1348,29.175048999999998
1349,31.18712
1350,29.175048999999998
1351,31.18712
1352,34.20523
1353,52.313883
1354,65.39235000000001
1355,89.53722
1356,138.83299
1357,77.46479000000001
1358,88.53118
1359,95.57343999999999
1360,105.6338
1361,101.60965499999999
1362,102.61569
1363,103.62173
1364,105.6338
1365,98.591544
1366,124.74848
1367,112.676054
1368,123.742454
1369,126.76056
1370,114.68813
1371,115.69416000000001
1372,128.77263
1373,138.83299
1374,145.87525000000002
1375,139.83902
1376,119.718306
1377,114.68813
1378,78.47082
1379,80.48289
1380,37.22334
1381,20.120723
1382,20.120723
1383,14.084507
1384,13.078471
1385,16.096579
1386,15.090543
1387,21.12676
1388,72.434604
1389,85.51308
1390,108.651906
1391,128.77263
1392,161.97181999999998
1393,69.41649
1394,59.356134000000004
1395,42.25352
1396,35.211265
1397,35.211265
1398,29.175048999999998
1399,25.150903999999997
1400,23.138832
1401,17.102616
1402,25.150903999999997
1403,39.23541
1404,44.26559
1405,51.307846
1406,61.36821
1407,70.42253
1408,70.42253
1409,65.39235000000001
1410,75.452715
1411,86.519115
1412,91.54929
1413,95.57343999999999
1414,89.53722
1415,96.57947999999999
1416,99.59758000000001
1417,101.60965499999999
1418,101.60965499999999
1419,108.651906
1420,108.651906
1421,115.69416000000001
1422,111.67002
1423,120.72434
1424,125.75452000000001
1425,138.83299
1426,164.98993000000002
1427,170.02012
1428,82.49497
1429,63.38028
1430,37.22334
1431,37.22334
1432,36.217302
1433,30.181086
1434,27.162977
1435,28.169014
1436,34.20523
1437,44.26559
1438,116.70019500000001
1439,139.83902
1440,129.77867
1441,109.65794
1442,97.58551
1443,92.55533000000001
1444,158.95371
1445,179.07444
1446,135.81489
1447,111.67002
1448,114.68813
1449,121.73038
1450,126.76056
1451,133.80282
1452,146.88128
1453,165.99597
1454,203.21930999999998
1455,231.38832000000002
1456,248.49093
1457,237.42453999999998
1458,228.37022000000002
1459,225.35210999999998
1460,188.12877
1461,150.90543
1462,144.86921
1463,123.742454
1464,134.80885
1465,98.591544
1466,101.60965499999999
1467,108.651906
1468,126.76056
1469,125.75452000000001
1470,121.73038
1471,123.742454
1472,126.76056
1473,131.79074
1474,126.76056
1475,156.94164
1476,188.12877
1477,221.32796
1478,238.43057000000002
1479,253.5211
1480,227.36418
1481,232.39435
1482,223.34002999999998
1483,247.48491
1484,262.57545
1485,257.54526
1486,256.53923000000003
1487,264.58752000000004
1488,270.62374
1489,249.49697
1490,89.53722
1491,15.090543
1492,19.114688
1493,15.090543
1494,13.078471
1495,16.096579
1496,19.114688
1497,19.114688
1498,24.144869999999997
1499,24.144869999999997
1500,17.102616
1501,11.066398
1502,17.102616
1503,14.084507
1504,16.096579
1505,16.096579
1506,18.108651
1507,22.132795
1508,30.181086
1509,27.162977
1510,29.175048999999998
1511,20.120723
1512,14.084507
1513,19.114688
1514,16.096579
1515,12.072434999999999
1516,13.078471
1517,15.090543
1518,11.066398
1519,19.114688
1520,16.096579
1521,27.162977
1522,23.138832
1523,29.175048999999998
1524,26.156941
1525,39.23541
1526,52.313883
1527,65.39235000000001
1528,91.54929
1529,103.62173
1530,99.59758000000001
1531,99.59758000000001
1532,103.62173
1533,96.57947999999999
1534,76.45875000000001
1535,69.41649
1536,83.501
1537,62.37424
1538,51.307846
1539,53.31991599999999
1540,68.41046
1541,71.42857
1542,62.37424
1543,58.350097000000005
1544,69.41649
1545,74.44668
1546,67.40443
1547,57.34406400000001
1548,69.41649
1549,83.501
1550,92.55533000000001
1551,100.60362
1552,108.651906
1553,132.79678
1554,132.79678
1555,134.80885
1556,128.77263
1557,124.74848
1558,116.70019500000001
1559,114.68813
1560,70.42253
1561,76.45875000000001
1562,68.41046
1563,74.44668
1564,75.452715
1565,63.38028
1566,73.44064
1567,61.36821
1568,63.38028
1569,65.39235000000001
1570,43.259557
1571,29.175048999999998
1572,28.169014
1573,26.156941
1574,29.175048999999998
1575,32.193158
1576,33.199195
1577,43.259557
1578,50.30181
1579,56.338027
1580,63.38028
1581,47.283699999999996
1582,27.162977
1583,20.120723
1584,16.096579
1585,5.030181
1586,7.042253399999999
1587,8.048289
1588,10.060362
1589,13.078471
1590,11.066398
1591,13.078471
1592,20.120723
1593,18.108651
1594,18.108651
1595,14.084507
1596,20.120723
1597,19.114688
1598,20.120723
1599,20.120723
1600,23.138832
1601,21.12676
1602,14.084507
1603,16.096579
1604,16.096579
1605,26.156941
1606,22.132795
1607,27.162977
1608,51.307846
1609,46.277665000000006
1610,51.307846
1611,48.289739999999995
1612,61.36821
1613,58.350097000000005
1614,85.51308
1615,84.50704
1616,87.525144
1617,111.67002
1618,105.6338
1619,70.42253
1620,53.31991599999999
1621,48.289739999999995
1622,44.26559
1623,33.199195
1624,37.22334
1625,40.241446
1626,34.20523
1627,32.193158
1628,33.199195
1629,51.307846
1630,62.37424
1631,68.41046
1632,89.53722
1633,101.60965499999999
1634,106.63983
1635,144.86921
1636,142.85713
1637,140.84506
1638,158.95371
1639,135.81489
1640,145.87525000000002
1641,161.97181999999998
1642,184.10461999999998
1643,200.20120000000003
1644,225.35210999999998
1645,194.16497999999999
1646,168.00804
1647,162.97786
1648,163.98389999999998
1649,163.98389999999998
1650,154.92958000000002
1651,190.14084
1652,211.2676
1653,223.34002999999998
1654,217.30381
1655,220.32192
1656,224.34607
1657,214.2857
1658,315.89535
1659,59.356134000000004
1660,38.229376
1661,29.175048999999998
1662,27.162977
1663,20.120723
1664,18.108651
1665,19.114688
1666,14.084507
1667,19.114688
1668,23.138832
1669,14.084507
1670,12.072434999999999
1671,12.072434999999999
1672,16.096579
1673,16.096579
1674,17.102616
1675,19.114688
1676,32.193158
1677,53.31991599999999
1678,54.325953
1679,52.313883
1680,91.54929
1681,79.476856
1682,71.42857
1683,47.283699999999996
1684,40.241446
1685,41.247483
1686,41.247483
1687,38.229376
1688,50.30181
1689,69.41649
1690,82.49497
1691,79.476856
1692,76.45875000000001
1693,78.47082
1694,71.42857
1695,73.44064
1696,68.41046
1697,58.350097000000005
1698,61.36821
1699,58.350097000000005
1700,75.452715
1701,78.47082
1702,64.386316
1703,53.31991599999999
1704,41.247483
1705,37.22334
1706,44.26559
1707,65.39235000000001
1708,68.41046
1709,75.452715
1710,80.48289
1711,80.48289
1712,105.6338
1713,86.519115
1714,93.56136599999999
1715,90.543255
1716,73.44064
1717,68.41046
1718,68.41046
1719,78.47082
1720,83.501
1721,86.519115
1722,94.56739999999999
1723,112.676054
1724,108.651906
1725,116.70019500000001
1726,105.6338
1727,112.676054
1728,87.525144
1729,103.62173
1730,129.77867
1731,153.92354
1732,221.32796
1733,176.05633
1734,132.79678
1735,69.41649
1736,60.36217
1737,50.30181
1738,43.259557
1739,36.217302
1740,26.156941
1741,21.12676
1742,27.162977
